State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn,Total minutes,Total calls,Total charge,Bin_Total day minutes,Bin_Total day calls,Bin_Total day charge,Bin_Total eve minutes,Bin_Total eve calls,Bin_Total eve charge,Bin_Total night minutes,Bin_Total night calls,Bin_Total night charge,Bin_Total intl minutes,Bin_Total intl charge,Bin_Total minutes,Bin_Total calls,Bin_Total charge,Bin_Account length
OR,129,510,0,1,36,192.8,103,32.78,177.0,83,15.05,216.5,118,9.74,16.4,5,4.43,1,0,602.6999999999999,309,62.0,6,7,6,5,5,5,6,6,6,9,9,6,6,6,6
TN,57,510,0,0,0,149.3,100,25.38,200.2,110,17.02,231.7,101,10.43,11.9,3,3.21,2,0,593.1,314,56.04,5,7,5,6,7,6,6,5,6,6,6,6,6,5,3
WV,82,408,0,0,0,143.7,116,24.43,170.7,99,14.51,287.7,95,12.95,7.8,5,2.11,1,0,609.8999999999999,315,54.0,5,8,5,5,6,5,8,5,8,4,4,6,6,5,4
WY,94,510,0,0,0,271.2,105,46.1,202.6,105,17.22,221.6,51,9.97,11.5,3,3.11,3,1,706.9,264,76.4,8,7,8,6,7,6,6,2,6,6,6,8,4,8,4
WY,90,415,0,0,0,207.2,121,35.22,292.5,104,24.86,226.3,103,10.18,8.0,1,2.16,2,0,734.0,329,72.41999999999999,6,8,6,9,7,9,6,5,6,4,4,8,7,7,4
IN,48,510,0,0,0,300.4,94,51.07,133.2,103,11.32,197.4,94,8.88,7.2,5,1.94,2,0,638.2,296,73.21,9,6,9,4,7,4,5,5,5,4,4,6,5,7,2
NM,85,408,0,1,37,229.6,123,39.03,132.3,90,11.25,211.9,76,9.54,9.5,8,2.57,2,0,583.3,297,62.39,7,8,7,4,6,4,6,4,6,5,5,5,5,6,4
NJ,93,415,1,1,20,187.5,110,31.88,169.8,94,14.43,175.3,127,7.89,12.1,4,3.27,1,0,544.7,335,57.470000000000006,6,7,6,5,6,5,5,7,5,7,7,5,7,5,4
DC,169,415,1,0,0,57.1,98,9.71,199.7,78,16.97,274.7,103,12.36,6.5,6,1.76,3,0,538.0,285,40.8,2,6,2,6,5,6,7,5,7,4,4,5,5,3,7
UT,68,415,0,0,0,162.1,86,27.56,155.0,86,13.18,189.7,87,8.54,11.0,9,2.97,5,1,517.8,268,52.24999999999999,5,6,5,5,6,5,5,4,5,6,6,4,4,5,3
KY,91,415,1,0,0,145.0,89,24.65,175.8,102,14.94,223.7,151,10.07,16.7,3,4.51,2,1,561.2,345,54.169999999999995,5,6,5,5,6,5,6,9,6,9,9,5,7,5,4
KS,68,510,0,0,0,159.5,123,27.12,240.8,93,20.47,210.3,76,9.46,11.4,3,3.08,1,0,622.0,295,60.13,5,8,5,7,6,7,6,4,6,6,6,6,5,6,3
MI,101,510,0,0,0,190.7,72,32.42,208.6,103,17.73,203.8,111,9.17,8.8,8,2.38,1,0,611.8999999999999,294,61.70000000000001,6,5,6,6,7,6,5,6,5,5,5,6,5,6,5
UT,67,510,0,1,20,230.6,40,39.2,189.1,58,16.07,162.2,115,7.3,9.4,2,2.54,1,0,591.3,215,65.11,7,3,7,6,4,6,4,6,4,5,5,6,2,6,3
NE,66,415,0,0,0,34.0,133,5.78,278.6,61,23.68,129.6,120,5.83,11.5,3,3.11,0,0,453.70000000000005,317,38.4,1,9,1,8,4,8,3,7,3,6,6,3,6,3,3
FL,116,415,0,1,17,193.4,112,32.88,240.6,131,20.45,248.1,98,11.16,11.4,3,3.08,5,0,693.5,344,67.57,6,7,6,7,8,7,7,5,7,6,6,7,7,7,5
LA,158,408,0,0,0,202.0,126,34.34,163.5,86,13.9,195.4,84,8.79,10.4,6,2.81,1,0,571.3,302,59.84,6,8,6,5,6,5,5,4,5,6,6,5,5,6,7
MT,78,415,0,0,0,191.7,122,32.59,241.4,88,20.52,203.5,86,9.16,9.1,5,2.46,1,0,645.7,301,64.72999999999999,6,8,6,7,6,7,5,4,5,5,5,7,5,6,4
WA,119,415,0,1,26,161.3,97,27.42,250.3,110,21.28,142.4,92,6.41,6.6,8,1.78,1,0,560.6,307,56.89,5,6,5,7,7,7,4,5,4,4,4,5,6,5,5
MI,120,415,0,0,0,150.6,85,25.6,119.0,128,10.12,232.9,123,10.48,6.4,2,1.73,1,0,508.9,338,47.93,5,6,5,4,8,4,6,7,6,4,4,4,7,4,5
KY,155,510,0,0,0,184.6,102,31.38,196.0,117,16.66,226.5,122,10.19,7.8,1,2.11,1,0,614.9,342,60.339999999999996,6,7,6,6,7,6,6,7,6,4,4,6,7,6,7
LA,106,408,0,0,0,220.7,120,37.52,270.2,95,22.97,121.6,113,5.47,8.7,5,2.35,1,0,621.2,333,68.31,7,8,7,8,6,8,3,6,3,5,5,6,7,7,5
AL,146,415,0,1,32,154.0,80,26.18,185.5,91,15.77,148.2,107,6.67,8.2,4,2.21,3,0,495.9,282,50.830000000000005,5,5,5,6,6,6,4,6,4,5,5,4,5,4,6
MO,101,415,0,1,29,121.1,116,20.59,186.4,100,15.84,241.7,75,10.88,10.1,6,2.73,0,0,559.3000000000001,297,50.04,4,8,4,6,6,6,6,3,6,6,6,5,5,4,5
CO,22,510,0,1,23,182.1,94,30.96,164.6,59,13.99,128.8,102,5.8,12.7,4,3.43,3,0,488.2,259,54.18,6,6,6,5,4,5,3,5,3,7,7,4,4,5,1
NY,41,415,0,0,0,209.9,105,35.68,121.9,105,10.36,253.7,104,11.42,9.6,4,2.59,1,0,595.1,318,60.05,6,7,6,4,7,4,7,5,7,5,5,6,6,6,2
OR,69,415,0,0,0,167.5,76,28.48,242.1,92,20.58,101.2,103,4.55,11.4,4,3.08,2,0,522.2,275,56.69,5,5,5,7,6,7,3,5,3,6,6,4,4,5,3
WY,33,415,0,0,0,213.9,88,36.36,239.8,119,20.38,148.7,71,6.69,9.8,14,2.65,2,0,612.2,292,66.08,7,6,7,7,7,7,4,3,4,5,5,6,5,6,2
UT,112,415,0,0,0,115.8,108,19.69,243.3,111,20.68,184.6,78,8.31,13.1,5,3.54,1,0,556.8000000000001,302,52.220000000000006,4,7,4,7,7,7,5,4,5,7,7,5,5,5,5
NV,136,415,0,1,21,179.4,88,30.5,181.1,97,15.39,320.7,120,14.43,9.5,4,2.57,2,0,690.7,309,62.89,6,6,6,5,6,5,9,7,9,5,5,7,6,6,6
NC,128,510,0,0,0,187.3,84,31.84,270.8,95,23.02,206.4,68,9.29,10.1,5,2.73,1,0,674.6,252,66.88000000000001,6,6,6,8,6,8,5,3,5,6,6,7,3,7,6
NC,27,408,0,0,0,201.2,128,34.2,227.2,100,19.31,145.8,91,6.56,8.4,3,2.27,2,0,582.6,322,62.34000000000001,6,8,6,7,6,7,4,5,4,5,5,5,6,6,2
WY,161,415,1,0,0,189.6,78,32.23,267.4,117,22.73,184.5,137,8.3,1.3,6,0.35,1,0,642.8,338,63.60999999999999,6,5,6,8,7,8,5,8,5,1,1,6,7,6,7
FL,120,415,0,1,31,153.5,83,26.1,219.1,96,18.62,237.4,76,10.68,11.4,4,3.08,0,0,621.4,259,58.48,5,6,5,7,6,7,6,4,6,6,6,6,4,5,5
CA,113,415,0,0,0,187.6,97,31.89,208.2,118,17.7,158.9,101,7.15,8.7,6,2.35,2,0,563.4,322,59.09,6,6,6,6,7,6,4,5,4,5,5,5,6,5,5
PA,122,415,1,0,0,230.9,132,39.25,243.2,99,20.67,182.4,57,8.21,11.0,2,2.97,0,1,667.5,290,71.1,7,8,7,7,6,7,5,2,5,6,6,7,5,7,5
WV,148,415,0,1,26,244.9,150,41.63,118.0,138,10.03,236.0,91,10.62,15.2,4,4.1,2,0,614.1,383,66.38,7,10,7,4,9,4,6,5,6,8,8,6,9,6,7
NJ,74,415,0,0,0,230.9,93,39.25,223.0,78,18.96,157.8,101,7.1,9.7,2,2.62,3,0,621.4000000000001,274,67.93,7,6,7,7,5,7,4,5,4,5,5,6,4,7,4
MT,106,415,0,0,0,187.1,104,31.81,250.2,117,21.27,144.9,81,6.52,11.0,3,2.97,1,0,593.1999999999999,305,62.56999999999999,6,7,6,7,7,7,4,4,4,6,6,6,6,6,5
MN,179,415,0,0,0,170.7,54,29.02,191.1,108,16.24,214.6,107,9.66,13.3,4,3.59,1,0,589.6999999999999,273,58.510000000000005,5,4,5,6,7,6,6,6,6,7,7,6,4,5,8
ID,77,510,0,0,0,189.5,112,32.22,207.0,95,17.6,214.1,91,9.63,9.2,7,2.48,0,0,619.8000000000001,305,61.93,6,7,6,6,6,6,6,5,6,5,5,6,6,6,4
MA,127,408,1,0,0,176.9,110,30.07,167.9,100,14.27,182.2,138,8.2,7.7,2,2.08,1,1,534.7,350,54.620000000000005,6,7,6,5,6,5,5,8,5,4,4,5,8,5,6
OR,80,415,0,0,0,161.1,99,27.39,198.8,81,16.9,228.4,116,10.28,10.6,4,2.86,1,0,598.9,300,57.43,5,6,5,6,5,6,6,6,6,6,6,6,5,5,4
AL,61,415,0,1,20,254.4,133,43.25,161.7,96,13.74,251.4,91,11.31,10.5,4,2.84,0,0,678.0,324,71.14,8,9,8,5,6,5,7,5,7,6,6,7,6,7,3
ND,135,510,1,1,24,127.7,54,21.71,215.0,105,18.28,234.3,84,10.54,5.8,4,1.57,2,0,582.8,247,52.1,4,4,4,6,7,6,6,4,6,3,3,5,3,4,6
LA,115,415,0,1,26,170.5,107,28.99,217.2,77,18.46,225.7,71,10.16,13.6,5,3.67,6,0,627.0,260,61.28,5,7,5,6,5,6,6,3,6,7,7,6,4,6,5
MS,107,510,1,0,0,273.5,104,46.5,183.8,68,15.62,153.8,67,6.92,11.0,9,2.97,2,0,622.1,248,72.00999999999999,8,7,8,6,4,6,4,3,4,6,6,6,3,7,5
WV,112,415,1,0,0,161.9,138,27.52,200.9,114,17.08,134.0,134,6.03,10.7,4,2.89,1,0,507.5,390,53.519999999999996,5,9,5,6,7,6,3,8,3,6,6,4,9,5,5
KS,103,408,1,0,0,62.8,124,10.68,170.4,66,14.48,280.2,78,12.61,9.4,4,2.54,3,0,522.8,272,40.309999999999995,2,8,2,5,4,5,7,4,7,5,5,4,4,3,5
PA,69,415,0,0,0,228.2,70,38.79,263.7,80,22.41,142.6,60,6.42,10.7,5,2.89,3,0,645.2,215,70.51,7,5,7,8,5,8,4,2,4,6,6,7,2,7,3
SD,85,408,0,0,0,209.8,82,35.67,194.5,94,16.53,200.4,85,9.02,11.3,3,3.05,0,0,616.0,264,64.27,6,5,6,6,6,6,5,4,5,6,6,6,4,6,4
NJ,24,408,0,0,0,265.6,86,45.15,208.8,102,17.75,182.5,105,8.21,11.1,6,3.0,2,1,668.0000000000001,299,74.11,8,6,8,6,6,6,5,6,5,6,6,7,5,7,1
AL,90,415,0,0,0,214.9,97,36.53,117.8,117,10.01,133.7,78,6.02,11.8,2,3.19,2,0,478.2,294,55.75,7,6,7,4,7,4,3,4,3,6,6,4,5,5,4
ME,137,510,0,0,0,110.5,79,18.79,223.2,111,18.97,169.5,64,7.63,10.5,3,2.84,3,0,513.7,257,48.230000000000004,4,5,4,7,7,7,4,3,4,6,6,4,3,4,6
NV,69,510,1,1,33,271.5,98,46.16,253.4,102,21.54,165.4,85,7.44,8.2,2,2.21,1,1,698.5,287,77.34999999999998,8,6,8,7,6,7,4,4,4,5,5,7,5,8,3
WI,45,408,0,0,0,112.8,108,19.18,218.8,120,18.6,240.2,106,10.81,9.0,3,2.43,2,0,580.8,337,51.02,4,7,4,7,8,7,6,6,6,5,5,5,7,4,2
HI,73,408,0,0,0,187.3,118,31.84,239.7,90,20.37,167.5,108,7.54,15.1,2,4.08,1,0,609.6,318,63.83,6,8,6,7,6,7,4,6,4,8,8,6,6,6,3
DE,92,415,0,0,0,197.0,84,33.49,269.3,105,22.89,158.9,105,7.15,10.8,4,2.92,1,0,636.0,298,66.45,6,6,6,8,7,8,4,6,4,6,6,6,5,6,4
AZ,113,415,0,1,32,180.4,89,30.67,129.4,124,11.0,166.9,124,7.51,8.4,2,2.27,1,0,485.1,339,51.45,6,6,6,4,8,4,4,7,4,5,5,4,7,4,5
GA,135,415,0,1,22,197.1,113,33.51,259.4,95,22.05,134.7,135,6.06,14.6,5,3.94,2,0,605.8000000000001,348,65.56,6,7,6,8,6,8,3,8,4,8,8,6,7,6,6
AZ,100,415,0,1,26,153.7,115,26.13,137.8,146,11.71,213.5,104,9.61,15.9,5,4.29,1,0,520.9,370,51.74,5,7,5,4,9,4,6,5,6,8,8,4,8,4,5
MN,96,415,0,1,27,261.3,96,44.42,220.9,101,18.78,179.4,97,8.07,11.3,2,3.05,1,0,672.9,296,74.32000000000001,8,6,8,7,6,7,5,5,5,6,6,7,5,8,4
ME,108,510,0,0,0,246.2,102,41.85,202.4,134,17.2,180.1,95,8.1,9.4,5,2.54,1,0,638.1,336,69.69,8,7,8,6,8,6,5,5,5,5,5,6,7,7,5
FL,84,510,0,0,0,191.0,88,32.47,318.8,119,27.1,247.3,79,11.13,6.5,4,1.76,0,0,763.6,290,72.46000000000001,6,6,6,9,7,9,7,4,7,4,4,8,5,7,4
WA,134,408,0,0,0,208.3,86,35.41,253.6,89,21.56,291.0,86,13.1,12.6,3,3.4,1,0,765.5,264,73.47,6,6,6,7,6,7,8,4,8,7,7,9,4,7,6
MT,72,415,0,0,0,253.0,73,43.01,219.3,78,18.64,210.8,89,9.49,9.8,4,2.65,0,0,692.9,244,73.79,8,5,8,7,5,7,6,4,6,5,5,7,3,7,3
AL,83,408,0,0,0,202.3,87,34.39,201.5,111,17.13,101.7,82,4.58,6.8,4,1.84,0,0,512.3,284,57.94,6,6,6,6,7,6,3,4,3,4,4,4,5,5,4
WV,137,408,0,0,0,174.4,120,29.65,156.3,98,13.29,136.5,121,6.14,10.2,5,2.75,0,0,477.40000000000003,344,51.83,5,8,5,5,6,5,4,7,4,6,6,4,7,4,6
GA,56,415,0,1,30,127.1,89,21.61,172.1,116,14.63,194.6,111,8.76,12.1,3,3.27,1,0,505.9,319,48.27,4,6,4,5,7,5,5,6,5,7,7,4,6,4,3
OH,61,510,1,1,16,143.5,76,24.4,242.6,58,20.62,147.7,95,6.65,11.3,3,3.05,0,0,545.0999999999999,232,54.71999999999999,5,5,5,7,4,7,4,5,4,6,6,5,2,5,3
DE,171,510,0,1,17,186.9,94,31.77,240.0,138,20.4,200.9,64,9.04,5.8,3,1.57,1,0,633.5999999999999,299,62.78,6,6,6,7,9,7,5,3,5,3,3,6,5,6,8
FL,58,510,0,0,0,234.8,89,39.92,106.8,131,9.08,178.5,122,8.03,9.9,6,2.67,0,0,530.0,348,59.7,7,6,7,3,8,3,5,7,5,5,5,5,7,6,3
AK,156,510,0,0,0,123.7,96,21.03,103.0,80,8.76,189.4,82,8.52,13.1,4,3.54,1,0,429.20000000000005,262,41.85,4,6,4,3,5,3,5,4,5,7,7,3,4,3,7
WI,166,510,0,0,0,173.9,103,29.56,276.4,83,23.49,190.8,113,8.59,15.3,5,4.13,0,0,656.3999999999999,304,65.77,5,7,5,8,5,8,5,6,5,8,8,7,6,6,7
KY,75,415,0,0,0,314.6,102,53.48,169.8,86,14.43,285.1,100,12.83,5.7,3,1.54,2,1,775.2,291,82.28,9,7,9,5,6,5,8,5,8,3,3,9,5,9,4
OH,83,510,0,0,0,227.9,78,38.74,207.5,115,17.64,211.7,100,9.53,12.1,5,3.27,1,0,659.1999999999999,298,69.17999999999999,7,5,7,6,7,6,6,5,6,7,7,7,5,7,4
UT,243,510,0,0,0,95.5,92,16.24,163.7,63,13.91,264.2,118,11.89,6.6,6,1.78,2,0,530.0,279,43.82,3,6,3,5,4,5,7,6,7,4,4,5,4,3,10
MN,150,415,0,0,0,146.3,133,24.87,202.7,95,17.23,234.7,103,10.56,13.1,3,3.54,1,0,596.8000000000001,334,56.2,5,9,5,6,6,6,6,5,6,7,7,6,7,5,7
WV,92,510,0,1,16,184.0,99,31.28,76.4,134,6.49,185.1,96,8.33,12.7,3,3.43,2,0,458.2,332,49.53,6,6,6,3,8,3,5,5,5,7,7,3,7,4,4
MN,80,415,0,0,0,105.8,110,17.99,43.9,88,3.73,189.6,87,8.53,13.1,5,3.54,0,0,352.4,290,33.79,4,7,4,2,6,2,5,4,5,7,7,2,5,2,4
AL,134,415,0,0,0,178.0,110,30.26,153.8,64,13.07,236.6,105,10.65,11.7,4,3.16,1,0,580.1,283,57.14,6,7,6,5,4,5,6,6,6,6,6,5,5,5,6
PA,77,510,0,1,24,149.4,74,25.4,123.9,72,10.53,174.3,84,7.84,10.1,6,2.73,1,0,457.70000000000005,236,46.49999999999999,5,5,5,4,5,4,5,4,5,6,6,3,2,4,4
DE,147,510,0,0,0,209.4,104,35.6,132.5,78,11.26,149.4,123,6.72,11.3,3,3.05,2,0,502.59999999999997,308,56.629999999999995,6,7,6,4,5,4,4,7,4,6,6,4,6,5,7
MO,74,415,0,0,0,172.1,105,29.26,211.7,99,17.99,182.2,105,8.2,11.6,6,3.13,1,0,577.6,315,58.580000000000005,5,7,5,6,6,6,5,6,5,6,6,5,6,5,4
IL,138,510,1,0,0,169.3,82,28.78,217.9,147,18.52,184.2,77,8.29,9.4,9,2.54,1,0,580.8000000000001,315,58.129999999999995,5,5,5,6,9,6,5,4,5,5,5,5,6,5,6
HI,64,415,0,0,0,194.2,147,33.01,173.4,87,14.74,268.7,114,12.09,5.5,2,1.49,2,0,641.8,350,61.330000000000005,6,9,6,5,6,5,7,6,7,3,3,6,8,6,3
ME,120,510,0,0,0,198.8,56,33.8,230.1,73,19.56,119.8,81,5.39,9.9,3,2.67,2,0,558.5999999999999,213,61.42,6,4,6,7,5,7,3,4,3,5,5,5,1,6,5
CO,121,408,1,0,0,167.7,94,28.51,93.7,121,7.96,241.3,115,10.86,13.4,1,3.62,3,1,516.1,331,50.949999999999996,5,6,5,3,8,3,6,6,6,7,7,4,7,4,5
NH,88,415,0,0,0,202.2,86,34.37,216.8,93,18.43,239.4,99,10.77,11.8,2,3.19,2,0,670.1999999999999,280,66.75999999999999,6,6,6,6,6,6,6,5,6,6,6,7,4,6,4
FL,104,415,0,0,0,76.4,116,12.99,115.6,74,9.83,226.3,94,10.18,9.4,3,2.54,3,0,427.7,287,35.54,3,8,3,4,5,4,6,5,6,5,5,3,5,2,5
GA,27,510,0,0,0,72.7,75,12.36,208.6,117,17.73,65.8,71,2.96,9.9,3,2.67,1,0,357.0,266,35.72,3,5,3,6,7,6,2,3,2,5,5,2,4,2,2
IL,81,415,0,1,31,210.4,100,35.77,225.5,97,19.17,168.7,120,7.59,9.7,4,2.62,0,0,614.3,321,65.15,6,7,6,7,6,7,4,7,4,5,5,6,6,6,4
NC,64,510,1,1,33,127.2,93,21.62,162.9,104,13.85,247.4,109,11.13,8.1,13,2.19,0,0,545.6,319,48.79,4,6,4,5,7,5,7,6,7,5,5,5,6,4,3
VT,107,510,0,1,28,201.8,79,34.31,304.9,128,25.92,225.6,133,10.15,11.9,8,3.21,1,0,744.1999999999999,348,73.59,6,5,6,9,8,9,6,8,6,6,6,8,7,7,5
DC,88,415,0,1,17,219.5,78,37.32,222.1,94,18.88,188.3,92,8.47,16.1,5,4.35,1,0,646.0000000000001,269,69.02,7,5,7,7,6,7,5,5,5,9,9,7,4,7,4
VT,111,408,0,0,0,99.3,112,16.88,270.5,136,22.99,225.3,94,10.14,9.0,6,2.43,3,0,604.1,348,52.44,3,7,3,8,8,8,6,5,6,5,5,6,7,5,5
NV,77,415,0,0,0,239.2,114,40.66,150.0,115,12.75,160.8,81,7.24,10.3,2,2.78,5,0,560.3,312,63.43,7,7,7,5,7,5,4,4,4,6,6,5,6,6,4
OR,67,415,1,0,0,120.9,58,20.55,235.0,88,19.98,95.1,130,4.28,11.4,11,3.08,2,0,462.4,287,47.89,4,4,4,7,6,7,2,7,2,6,6,3,5,4,3
AL,102,408,0,0,0,224.7,81,38.2,129.4,112,11.0,167.6,109,7.54,15.8,6,4.27,1,0,537.5,308,61.010000000000005,7,5,7,4,7,4,4,6,4,8,8,5,6,6,5
ND,146,408,0,1,19,176.6,88,30.02,162.7,66,13.83,215.5,98,9.7,14.6,6,3.94,1,0,569.4,258,57.489999999999995,6,6,6,5,4,5,6,5,6,8,8,5,3,5,6
NE,96,415,0,0,0,180.6,92,30.7,190.9,114,16.23,295.6,125,13.3,10.3,4,2.78,1,1,677.4,335,63.010000000000005,6,6,6,6,7,6,8,7,8,6,6,7,7,6,4
ME,149,408,0,0,0,237.6,79,40.39,192.4,107,16.35,207.4,111,9.33,9.1,9,2.46,0,0,646.5,306,68.53,7,5,7,6,7,6,5,6,5,5,5,7,6,7,7
IL,129,415,0,0,0,198.4,91,33.73,264.7,106,22.5,111.4,101,5.01,9.2,2,2.48,2,0,583.7,300,63.71999999999999,6,6,6,8,7,8,3,5,3,5,5,5,5,6,6
WA,166,408,0,0,0,274.3,110,46.63,52.9,109,4.5,246.1,119,11.07,10.9,5,2.94,0,0,584.1999999999999,343,65.14,8,7,8,2,7,2,6,7,6,6,6,5,7,6,7
KS,149,510,0,0,0,217.7,91,37.01,273.5,74,23.25,226.9,99,10.21,9.6,3,2.59,3,0,727.7,267,73.06,7,6,7,8,5,8,6,5,6,5,5,8,4,7,7
RI,70,415,0,0,0,134.7,96,22.9,235.9,90,20.05,260.2,113,11.71,7.6,6,2.05,3,0,638.4,305,56.71,4,6,4,7,6,7,7,6,7,4,4,6,6,5,3
IA,66,510,0,0,0,256.3,135,43.57,180.2,106,15.32,187.3,135,8.43,6.2,7,1.67,2,0,630.0,383,68.99,8,9,8,5,7,5,5,8,5,4,4,6,9,7,3
NV,160,415,0,0,0,176.2,90,29.95,196.0,115,16.66,263.9,95,11.88,9.2,4,2.48,1,0,645.3,304,60.97,6,6,6,6,7,6,7,5,7,5,5,7,6,6,7
WI,129,415,0,1,37,205.0,94,34.85,165.4,103,14.06,185.0,81,8.32,11.7,8,3.16,1,0,567.1,286,60.39,6,6,6,5,7,5,5,4,5,6,6,5,5,6,6
AL,93,408,0,0,0,267.9,114,45.54,223.0,74,18.96,262.7,90,11.82,11.3,3,3.05,3,1,764.8999999999999,281,79.36999999999999,8,7,8,7,5,7,7,5,7,6,6,9,4,8,4
HI,169,415,0,0,0,179.2,111,30.46,175.2,130,14.89,228.6,92,10.29,9.9,6,2.67,2,0,592.9,339,58.31,6,7,6,5,8,5,6,5,6,5,5,6,7,5,7
MO,58,415,0,0,0,149.4,145,25.4,196.5,105,16.7,209.5,108,9.43,14.9,3,4.02,1,0,570.3,361,55.55,5,9,5,6,7,6,6,6,6,8,8,5,8,5,3
MO,45,408,0,0,0,207.6,71,35.29,152.7,94,12.98,217.8,125,9.8,12.4,13,3.35,1,0,590.4999999999999,303,61.419999999999995,6,5,6,5,6,5,6,7,6,7,7,6,5,6,2
CT,155,510,0,0,0,165.4,108,28.12,183.7,103,15.61,80.2,108,3.61,8.9,4,2.4,3,0,438.2,323,49.74,5,7,5,6,7,6,2,6,2,5,5,3,6,4,7
MD,52,415,0,0,0,209.8,114,35.67,171.3,82,14.56,154.6,119,6.96,9.9,9,2.67,4,0,545.6,324,59.86000000000001,6,7,6,5,5,5,4,7,4,5,5,5,6,6,3
OH,119,415,0,1,27,220.1,128,37.42,268.2,133,22.8,146.5,80,6.59,11.1,3,3.0,0,0,645.9,344,69.81,7,8,7,8,8,8,4,4,4,6,6,7,7,7,5
NV,86,510,0,0,0,141.3,72,24.02,154.3,95,13.12,210.6,91,9.48,8.2,5,2.21,1,0,514.4000000000001,263,48.830000000000005,5,5,5,5,6,5,6,5,6,5,5,4,4,4,4
MD,42,408,0,0,0,196.5,89,33.41,241.3,123,20.51,143.2,105,6.44,4.0,7,1.08,0,0,585.0,324,61.44,6,6,6,7,8,7,4,6,4,2,2,6,6,6,2
OH,123,408,0,0,0,105.0,150,17.85,251.6,90,21.39,258.0,93,11.61,14.9,5,4.02,0,0,629.5,338,54.870000000000005,3,10,3,7,6,7,7,5,7,8,8,6,7,5,6
MA,98,510,0,0,0,271.4,119,46.14,190.4,102,16.18,284.7,118,12.81,11.1,6,3.0,4,1,757.6,345,78.13,8,8,8,6,6,6,8,6,8,6,6,8,7,8,5
OK,149,510,0,1,43,206.7,79,35.14,174.6,122,14.84,241.5,80,10.87,10.9,3,2.94,1,0,633.6999999999999,284,63.79,6,5,6,5,8,5,6,4,6,6,6,6,5,6,7
MA,160,408,0,0,0,166.8,109,28.36,236.0,117,20.06,307.6,77,13.84,9.3,1,2.51,1,0,719.7,304,64.77000000000001,5,7,5,7,7,7,8,4,8,5,5,8,6,6,7
WA,103,415,0,0,0,204.9,107,34.83,135.2,102,11.49,208.2,106,9.37,10.4,3,2.81,5,0,558.6999999999999,318,58.5,6,7,6,4,6,4,5,6,5,6,6,5,6,5,5
HI,132,415,0,1,15,154.6,128,26.28,245.6,106,20.88,148.6,90,6.69,9.1,4,2.46,1,0,557.9,328,56.309999999999995,5,8,5,7,7,7,4,5,4,5,5,5,7,5,6
CO,137,415,0,0,0,127.0,107,21.59,323.2,75,27.47,143.9,127,6.48,7.5,2,2.03,1,0,601.6,311,57.57000000000001,4,7,4,9,5,9,4,7,4,4,4,6,6,5,6
FL,129,415,1,0,0,267.4,78,45.46,204.2,85,17.36,111.7,146,5.03,5.9,4,1.59,1,0,589.1999999999999,313,69.44,8,5,8,6,5,6,3,8,3,3,3,6,6,7,6
WI,62,415,0,0,0,281.0,66,47.77,160.6,108,13.65,77.9,74,3.51,0.0,0,0.0,1,0,519.5,248,64.93,9,4,9,5,7,5,2,3,2,0,0,4,3,6,3
WY,32,408,0,0,0,171.2,82,29.1,185.6,102,15.78,203.3,64,9.15,10.2,7,2.75,1,0,570.3,255,56.78,5,5,5,6,6,6,5,3,5,6,6,5,3,5,2
GA,86,510,0,0,0,124.1,82,21.1,202.6,120,17.22,289.6,119,13.03,6.7,8,1.81,3,0,623.0,329,53.160000000000004,4,5,4,6,8,6,8,7,8,4,4,6,7,5,4
FL,130,415,0,0,0,162.8,113,27.68,290.3,111,24.68,114.9,140,5.17,7.2,3,1.94,1,0,575.2,367,59.47,5,7,5,8,7,8,3,8,3,4,4,5,8,5,6
WY,42,408,0,0,0,146.3,84,24.87,255.9,113,21.75,45.0,117,2.03,8.0,12,2.16,1,0,455.20000000000005,326,50.81,5,6,5,8,7,8,1,6,1,4,4,3,6,4,2
DE,73,415,0,0,0,254.8,85,43.32,143.4,80,12.19,153.9,102,6.93,15.0,7,4.05,2,0,567.1,274,66.49,8,6,8,4,5,4,4,5,4,8,8,5,4,6,3
ME,66,408,0,1,26,254.9,108,43.33,243.2,135,20.67,190.8,95,8.59,5.4,3,1.46,2,0,694.3000000000001,341,74.05,8,7,8,7,8,7,5,5,5,3,3,7,7,7,3
DC,103,510,0,1,31,107.7,124,18.31,188.9,104,16.06,196.2,98,8.83,8.9,3,2.4,0,0,501.7,329,45.599999999999994,4,8,4,6,7,6,5,5,5,5,5,4,7,4,5
IA,128,408,0,0,0,158.8,75,27.0,264.8,91,22.51,270.0,77,12.15,7.6,7,2.05,1,0,701.2,250,63.71,5,5,5,8,6,8,7,4,7,4,4,7,3,6,6
CO,104,415,0,0,0,182.9,113,31.09,239.6,85,20.37,229.8,104,10.34,5.5,4,1.49,2,0,657.8,306,63.29,6,7,6,7,5,7,6,5,6,3,3,7,6,6,5
MN,103,415,0,0,0,198.5,112,33.75,42.5,90,3.61,179.2,124,8.06,12.4,5,3.35,0,0,432.59999999999997,331,48.77,6,7,6,2,6,2,5,7,5,7,7,3,7,4,5
