State,Area code,International plan,Voice mail plan,Number vmail messages,Total intl calls,Customer service calls,Churn,Bin_Total day minutes,Bin_Total day calls,Bin_Total day charge,Bin_Total eve minutes,Bin_Total eve calls,Bin_Total eve charge,Bin_Total night minutes,Bin_Total night calls,Bin_Total night charge,Bin_Total intl minutes,Bin_Total intl charge,Bin_Total minutes,Bin_Total calls,Bin_Total charge,Bin_Account length
MI,510,0,0,0,4,0,0,5,6,5,6,5,6,4,4,4,5,5,5,3,5,5
ID,408,0,1,19,1,3,0,5,7,5,7,7,7,4,6,4,7,7,5,6,5,5
CT,415,0,1,25,6,2,0,4,7,4,5,5,5,5,5,5,6,6,4,5,4,5
NC,415,0,0,0,1,0,0,3,6,3,4,7,4,9,3,9,8,8,5,4,4,6
MD,510,0,0,0,4,1,0,6,5,6,4,5,4,4,4,4,8,8,4,2,5,2
WY,415,0,0,0,7,4,0,7,6,7,5,7,5,5,7,5,6,6,5,7,6,5
UT,510,0,0,0,3,1,0,5,6,5,6,6,6,6,4,6,7,7,6,4,5,4
WA,510,0,0,0,2,1,0,3,7,3,8,5,8,4,6,4,7,7,5,5,4,2
OH,408,0,0,0,3,1,0,4,6,4,5,7,5,5,3,5,5,5,3,4,3,6
KS,415,0,0,0,3,3,0,1,8,1,5,6,5,7,5,7,6,6,4,6,2,2
IN,510,0,0,0,6,1,0,7,7,7,5,6,5,7,6,7,5,5,7,6,7,4
VT,408,0,0,0,5,3,0,6,6,6,6,5,6,6,6,6,6,6,6,4,6,2
MT,408,0,1,26,6,2,0,4,6,4,3,6,3,6,5,6,6,6,4,5,3,3
CT,408,0,1,23,4,2,0,5,6,5,7,8,7,8,8,8,4,4,7,8,6,6
NM,415,0,0,0,10,1,0,7,5,7,7,6,7,4,6,4,6,6,7,5,7,4
OH,408,0,1,31,4,1,0,5,5,5,6,6,6,7,4,7,6,6,6,4,5,3
GA,510,0,0,0,3,3,0,4,9,4,5,5,5,5,6,5,3,3,4,6,3,9
MN,510,0,1,31,8,2,0,6,6,6,7,6,7,5,5,5,6,6,6,5,6,6
CT,415,0,0,0,1,1,0,6,3,6,7,7,7,7,3,7,7,7,7,3,7,4
AL,415,0,0,0,2,0,0,5,9,5,7,6,7,4,7,4,6,6,5,8,5,5
WV,415,0,0,0,7,1,0,6,7,6,8,5,8,5,5,5,6,6,7,5,7,2
NH,415,0,0,0,3,0,0,7,7,7,6,7,6,4,5,4,5,5,6,6,6,6
WY,415,0,0,0,1,3,0,6,7,6,7,8,7,6,7,6,6,6,7,7,6,6
VT,415,0,0,0,5,4,0,6,4,6,4,8,4,6,4,6,7,7,6,4,6,2
OH,510,0,1,29,3,2,0,4,7,4,6,6,6,7,6,7,4,4,5,6,4,5
MA,415,0,0,0,5,3,0,5,7,5,4,6,4,5,5,5,6,6,4,6,4,4
VA,415,0,0,0,2,1,0,4,5,4,5,5,5,4,4,4,7,7,4,3,4,7
AR,408,1,0,0,4,0,0,6,9,6,5,7,5,4,4,4,6,6,5,7,5,4
WY,408,0,0,0,7,1,0,5,7,5,7,5,7,6,5,6,5,5,6,4,5,4
IA,415,0,1,33,5,0,0,9,6,9,5,5,5,4,4,4,6,6,6,4,8,5
NC,415,0,0,0,6,2,0,4,7,4,4,6,4,7,6,7,5,5,5,6,4,3
HI,415,1,1,26,3,1,0,7,8,7,4,8,4,4,4,4,6,6,4,7,5,7
UT,415,0,0,0,4,2,0,3,5,3,5,5,5,4,7,4,5,5,3,5,3,4
WY,408,1,0,0,8,2,0,6,8,6,7,7,7,8,5,8,7,7,8,8,7,6
WI,510,0,0,0,2,2,0,6,6,6,4,8,4,6,5,6,6,6,5,7,5,6
KS,415,0,0,0,2,1,0,6,7,6,6,7,6,7,6,7,7,7,7,7,6,6
NY,415,0,0,0,5,0,0,6,6,6,5,7,5,5,2,5,7,7,5,3,5,5
VA,415,0,1,35,4,1,0,6,6,6,9,7,9,6,5,6,4,4,8,6,7,6
KS,415,0,0,0,10,1,0,7,5,7,8,6,8,6,6,6,4,4,8,6,7,5
MO,415,0,0,0,3,2,0,5,7,5,7,8,7,5,5,5,7,7,6,6,6,7
ND,510,0,0,0,2,2,0,6,6,6,7,7,7,4,4,4,6,6,6,5,6,7
CA,510,0,0,0,8,1,0,4,6,4,6,7,6,6,6,6,4,4,5,6,5,5
WV,415,0,0,0,3,1,0,6,7,6,5,9,5,3,5,3,6,6,4,8,5,8
IL,415,0,0,0,2,0,0,5,4,5,6,7,6,6,4,6,6,6,6,4,6,7
NY,415,0,0,0,4,0,0,6,8,6,7,7,7,7,3,7,6,6,7,6,6,3
NV,510,0,0,0,1,1,0,6,6,6,6,7,6,5,7,5,4,4,6,6,6,2
AL,408,0,0,0,4,0,0,7,6,7,5,5,5,5,5,5,6,6,6,4,6,6
ND,510,0,0,0,5,1,0,4,6,4,3,6,3,4,5,4,6,6,2,5,3,7
OK,415,0,0,0,5,3,0,5,8,5,6,7,6,5,4,5,5,5,4,6,4,8
UT,415,0,0,0,4,2,0,5,5,5,6,6,6,6,5,6,4,4,6,4,5,4
OH,415,0,0,0,1,2,0,6,4,6,5,7,5,7,6,7,7,7,6,4,6,5
WY,510,0,0,0,5,0,0,3,8,3,8,7,8,4,3,4,4,4,4,6,4,4
NM,415,0,1,24,3,2,0,3,6,3,6,6,6,3,7,3,6,6,2,6,3,3
AL,415,0,0,0,7,2,0,5,8,5,4,6,4,7,6,7,2,2,5,7,4,5
DC,510,0,1,29,5,1,0,7,7,7,6,7,6,5,6,5,8,8,6,7,7,7
ID,510,0,1,37,4,0,0,6,8,6,7,7,7,6,5,6,7,7,7,7,6,7
AR,510,0,0,0,6,3,0,5,7,5,8,9,8,5,5,5,7,7,6,7,6,6
ID,415,0,1,31,5,1,0,5,8,5,8,6,8,6,5,6,6,6,7,5,6,4
UT,510,0,0,0,4,2,0,4,7,4,9,8,9,6,4,6,4,4,7,6,6,4
RI,510,0,0,0,4,3,0,3,8,3,5,4,5,4,7,4,5,5,3,6,3,6
NC,408,0,1,27,1,1,0,3,7,3,7,6,7,5,5,5,6,6,5,5,4,4
TX,408,0,0,0,2,2,0,8,6,8,6,5,6,5,5,5,5,5,7,4,7,6
DE,408,1,1,29,3,2,0,3,6,3,7,5,7,6,5,6,5,5,5,5,4,6
MS,415,0,1,34,10,1,0,5,5,5,6,7,6,5,5,5,4,4,5,5,5,3
OH,415,0,1,10,4,0,0,6,4,6,9,4,9,4,6,4,6,6,6,3,6,6
LA,415,0,0,0,1,2,0,7,5,7,7,8,7,5,5,5,2,2,6,5,6,6
FL,415,0,0,0,5,0,0,8,7,8,5,7,5,3,7,3,2,2,5,7,6,6
WV,510,0,0,0,6,1,0,6,9,6,4,6,4,6,2,6,5,5,4,5,5,5
NY,510,0,0,0,3,2,0,3,8,3,5,9,5,5,5,5,7,7,4,8,3,5
MS,510,0,0,0,3,2,0,5,6,5,4,9,4,5,7,5,4,4,3,9,4,2
IN,415,0,0,0,8,3,0,5,7,5,4,8,4,6,6,6,6,6,5,8,4,5
VA,408,0,0,0,4,1,0,6,8,6,7,9,7,4,5,4,6,6,5,8,6,3
MN,408,0,0,0,5,0,0,5,6,5,4,7,4,5,7,5,5,5,4,7,4,7
DE,408,0,0,0,3,1,0,5,8,5,7,6,7,6,5,6,5,5,6,6,5,6
OR,510,1,0,0,3,3,0,5,5,5,4,6,4,4,6,4,4,4,4,4,4,5
CT,415,0,1,27,3,4,0,7,8,7,7,6,7,5,5,5,6,6,6,6,7,5
AL,415,0,1,36,12,1,0,7,5,7,5,4,5,5,7,5,3,3,6,4,6,1
CT,415,0,0,0,7,1,0,6,7,6,8,7,8,4,7,4,7,7,6,8,6,4
AR,415,0,0,0,3,2,0,7,7,7,6,6,6,5,4,5,6,6,6,5,7,3
CA,415,0,1,22,5,2,0,6,3,6,5,9,5,5,7,5,6,6,5,6,5,6
WV,415,0,1,28,4,3,0,3,7,3,4,6,4,6,4,6,5,5,3,5,3,4
DE,415,0,0,0,7,3,0,6,5,6,7,7,7,5,4,5,5,5,6,4,6,4
FL,415,0,0,0,6,2,0,6,7,6,6,6,6,4,3,4,6,6,5,4,5,5
AK,415,0,1,24,9,0,0,6,7,6,5,5,5,7,5,7,7,7,6,5,5,4
ID,415,0,0,0,4,6,0,6,7,6,4,7,4,4,4,4,6,6,5,5,5,6
OH,510,0,0,0,5,2,0,5,5,5,4,4,4,6,4,6,8,8,4,2,4,3
NH,408,0,0,0,5,1,0,6,6,6,6,4,6,7,4,7,7,7,6,3,6,4
MA,415,0,0,0,2,1,0,4,7,4,6,8,6,4,5,4,6,6,4,6,4,5
SC,408,0,0,0,6,2,0,7,6,7,7,10,7,6,5,6,6,6,7,7,7,2
OR,510,0,0,0,5,2,0,6,6,6,6,6,6,4,3,4,4,4,5,4,6,4
OH,415,0,1,25,5,2,0,6,6,6,7,8,7,7,4,7,9,9,8,6,7,4
NC,510,1,0,0,3,2,0,6,9,6,6,6,6,3,6,3,4,4,5,7,6,5
KY,510,0,1,33,9,3,0,3,7,3,4,6,4,5,6,5,4,4,2,6,2,3
WA,510,0,0,0,5,1,0,4,6,4,6,4,6,7,7,7,6,6,6,5,5,4
RI,408,0,1,13,3,1,0,6,4,6,5,5,5,6,5,6,5,5,6,3,6,5
KS,510,0,0,0,6,2,0,8,6,8,4,8,4,6,7,6,8,8,6,7,7,6
FL,415,0,0,0,3,2,0,6,7,6,6,9,6,5,5,5,5,5,6,8,6,1
WY,415,0,0,0,7,0,0,5,5,5,6,6,6,4,6,4,7,7,4,5,5,4
WA,415,0,1,29,3,1,0,2,7,2,4,7,4,6,5,6,3,3,3,7,1,3
CO,415,0,0,0,3,2,0,6,6,6,7,6,7,6,6,6,6,6,6,5,6,8
WI,415,0,0,0,4,2,0,5,7,5,5,7,5,5,5,5,5,5,5,6,5,3
KS,510,0,0,0,3,1,0,7,6,7,6,5,6,6,5,6,6,6,7,4,7,7
MT,510,0,0,0,6,1,0,4,5,4,6,5,6,5,6,5,6,6,5,3,5,5
CO,415,0,0,0,3,0,0,6,8,6,6,6,6,5,5,5,7,7,6,6,6,4
FL,510,0,0,0,4,3,0,3,6,3,5,6,5,4,3,4,8,8,3,3,3,5
VT,510,0,0,0,4,1,0,6,9,6,6,8,6,8,7,8,4,4,8,9,7,4
OH,415,0,0,0,6,1,0,6,6,6,5,6,5,2,5,2,4,4,3,4,5,4
NH,408,0,0,0,6,1,0,1,8,1,5,8,5,5,4,5,6,6,2,7,1,7
FL,415,0,1,28,3,1,0,6,6,6,2,5,2,7,3,7,4,4,5,3,5,4
MD,415,0,0,0,4,0,0,4,8,4,5,6,5,3,6,3,6,6,3,6,4,7
WY,408,0,0,0,6,1,0,6,7,6,5,5,5,6,6,6,2,2,6,6,6,4
FL,408,0,1,33,3,1,0,6,6,6,7,6,7,6,5,6,7,7,7,4,7,4
NC,415,0,1,31,7,3,0,9,6,9,5,7,5,5,5,5,6,6,7,5,8,9
IN,415,1,1,25,5,1,0,9,7,9,6,5,6,6,6,6,7,7,8,6,8,4
WV,408,0,1,35,1,1,0,2,5,2,6,6,6,4,3,4,8,8,3,3,2,7
UT,510,0,1,26,9,1,0,7,9,7,7,7,7,5,9,5,5,5,7,10,7,2
GA,408,0,0,0,3,3,0,6,6,6,6,7,6,5,6,5,5,5,6,6,6,1
AK,415,0,1,31,4,0,0,8,6,8,7,4,7,6,6,6,5,5,8,4,8,6
UT,510,0,1,37,4,1,0,7,7,7,7,5,7,3,6,3,5,5,5,5,6,6
AR,408,0,1,16,7,0,0,5,6,5,6,8,6,6,4,6,6,6,5,6,5,4
AK,415,0,1,37,13,0,0,3,7,3,5,9,5,4,5,4,5,5,3,8,2,6
AK,415,0,0,0,4,3,0,6,6,6,7,5,7,8,5,8,7,7,8,4,7,6
WV,510,0,0,0,2,2,0,4,7,4,8,6,8,7,5,7,6,6,7,5,5,4
CT,415,0,0,0,3,2,0,5,6,5,5,8,5,4,5,4,4,4,4,7,4,2
GA,510,0,1,31,2,4,0,8,5,8,6,4,6,5,3,5,5,5,7,1,7,4
NV,415,1,0,0,7,0,0,7,7,7,4,7,4,6,8,6,4,4,6,8,6,5
VT,510,0,0,0,2,3,0,5,5,5,6,3,6,5,4,5,3,3,5,1,5,7
DC,415,0,0,0,4,0,0,4,9,4,7,7,7,7,4,7,7,7,7,6,5,9
TN,415,0,0,0,4,1,0,6,4,6,7,5,7,7,4,7,5,5,7,2,6,3
OR,415,0,0,0,5,1,0,4,6,4,6,6,6,6,8,6,5,5,5,7,4,4
MS,415,0,1,25,6,2,0,5,7,5,9,7,9,3,6,3,7,7,6,7,6,2
NC,415,0,1,38,4,0,0,6,4,6,6,6,6,8,4,8,5,5,8,2,7,5
CO,415,0,0,0,4,3,0,5,5,5,6,6,6,6,3,6,7,7,6,3,5,6
PA,415,0,0,0,5,2,0,5,5,5,5,6,5,5,8,5,7,7,5,5,5,5
MN,408,0,0,0,3,1,0,5,7,5,6,6,6,6,5,6,6,6,5,5,5,2
NM,415,0,1,42,7,0,0,5,7,5,5,7,5,7,6,7,6,6,6,6,5,5
UT,510,0,0,0,4,3,0,8,7,8,5,6,5,5,5,5,4,4,6,6,7,2
NE,415,0,0,0,4,0,0,6,5,6,4,5,4,6,10,6,5,5,5,7,5,2
OR,408,0,0,0,1,0,0,6,6,6,7,4,7,5,3,5,6,6,6,2,6,3
NJ,510,1,1,31,3,1,0,7,5,7,6,5,6,6,4,6,5,5,7,3,7,3
WV,510,0,0,0,4,0,0,6,7,6,4,8,4,6,6,6,4,4,5,8,5,3
OR,415,0,0,0,4,0,0,5,6,5,5,6,5,3,6,3,4,4,3,6,4,8
KY,415,0,0,0,6,1,0,6,5,6,7,6,7,5,5,5,6,6,6,5,6,5
MO,415,0,0,0,4,2,0,3,7,3,7,7,7,6,4,6,7,7,5,6,4,6
TX,510,0,0,0,5,1,0,3,6,3,5,6,5,4,6,4,5,5,3,5,3,4
MN,415,0,1,27,4,0,0,7,7,7,7,5,7,5,5,5,4,4,7,4,7,5
FL,510,0,0,0,3,0,0,5,6,5,8,7,8,6,3,6,5,5,7,4,6,5
WV,415,0,0,0,6,2,0,5,7,5,6,6,6,6,5,6,6,6,6,5,5,6
IN,510,0,0,0,4,2,0,2,8,2,5,5,5,5,3,5,6,6,2,4,2,9
OK,415,0,1,32,9,0,0,4,8,4,7,6,7,3,6,3,6,6,4,7,4,4
DE,415,0,0,0,5,1,0,8,8,8,5,6,5,7,5,7,3,3,7,6,7,5
IL,415,0,0,0,3,1,0,6,7,6,5,6,5,5,2,5,7,7,5,4,6,3
UT,510,1,0,0,4,0,0,5,6,5,9,6,9,5,4,5,5,5,7,4,6,1
IL,408,0,1,25,2,3,0,7,7,7,7,7,7,6,5,6,7,7,7,5,7,7
WA,415,0,0,0,2,1,0,5,7,5,7,7,7,8,6,8,6,6,8,7,6,6
NM,408,0,0,0,3,0,0,5,4,5,6,6,6,8,6,8,5,5,7,4,5,3
VA,408,0,1,35,4,3,0,6,7,6,7,6,7,5,5,5,6,6,7,5,7,2
MT,415,0,0,0,4,2,0,5,4,5,7,6,7,3,6,3,4,4,4,4,5,2
CT,415,1,0,0,4,1,0,6,7,6,2,6,2,6,6,6,7,7,4,6,4,6
AL,415,0,0,0,3,3,0,7,7,7,6,5,6,3,3,3,4,4,5,3,6,5
WV,510,0,0,0,7,0,0,6,9,6,6,5,6,5,5,5,6,6,6,6,6,5
MO,415,0,1,30,6,3,0,8,7,8,7,5,7,5,7,5,5,5,8,6,8,4
ND,415,0,0,0,4,1,0,4,7,4,6,6,6,4,7,4,6,6,4,7,4,5
GA,510,0,1,35,6,5,0,7,8,7,8,8,8,7,3,7,6,6,9,6,8,5
AZ,415,0,0,0,2,0,0,8,7,8,4,8,4,7,5,7,7,7,6,7,7,6
AL,415,0,0,0,2,1,0,3,7,3,7,9,7,5,5,5,5,5,5,8,4,6
IN,510,0,0,0,2,1,0,4,7,4,7,8,7,5,5,5,6,6,5,7,5,3
NM,510,0,0,0,4,2,0,5,6,5,5,9,5,6,3,6,5,5,5,6,4,1
AL,415,0,0,0,4,3,0,3,6,3,5,4,5,5,6,5,5,5,3,4,3,5
NY,415,0,1,37,5,1,0,5,7,5,9,7,9,5,4,5,6,6,7,6,6,5
MD,415,0,0,0,6,4,0,6,8,6,10,7,10,4,3,4,5,5,7,6,7,6
KS,510,0,0,0,3,2,0,4,5,4,6,7,6,6,5,6,6,6,5,5,4,3
WV,408,0,0,0,4,1,0,3,6,3,8,6,8,3,6,3,5,5,3,5,3,4
ID,510,0,1,17,7,0,0,6,5,6,6,5,6,5,5,5,7,7,6,3,6,5
LA,510,0,0,0,7,0,0,4,7,4,7,6,7,7,7,7,4,4,6,7,5,2
MI,415,0,0,0,2,2,0,6,7,6,5,7,5,6,6,6,6,6,5,7,5,3
CA,415,0,0,0,8,1,0,6,6,6,8,6,8,3,6,3,5,5,5,6,6,4
FL,408,0,0,0,0,0,0,9,7,9,4,6,4,5,4,5,0,0,6,5,7,5
LA,415,0,0,0,4,2,0,5,6,5,5,5,5,5,7,5,3,3,4,5,4,5
CT,408,0,0,0,5,0,0,6,8,6,6,6,6,6,4,6,5,5,7,6,6,1
PA,415,0,0,0,4,0,0,5,10,5,4,5,4,1,5,1,5,5,2,7,3,8
TX,415,0,0,0,4,2,0,5,7,5,8,6,8,5,6,5,2,2,6,6,5,7
VA,408,0,0,0,4,0,0,5,5,5,7,5,7,4,4,4,7,7,5,2,5,5
MO,415,1,0,0,4,1,0,4,4,4,7,6,7,6,3,6,6,6,5,2,5,5
ND,408,0,0,0,8,2,0,7,6,7,7,8,7,7,6,7,7,7,8,7,7,5
KY,415,0,0,0,8,0,0,3,6,3,6,8,6,3,7,3,8,8,3,7,3,3
MD,415,0,1,31,4,1,0,4,6,4,6,5,6,6,5,6,7,7,6,4,5,3
IN,415,0,0,0,3,2,0,7,7,7,6,6,6,4,6,4,5,5,6,6,6,3
MA,415,0,0,0,3,3,0,4,6,4,3,5,3,5,5,5,6,6,2,4,3,3
ND,415,0,0,0,0,3,0,7,8,7,7,8,7,5,7,5,0,0,6,9,6,5
VT,415,0,0,0,3,0,0,4,6,4,5,6,5,6,4,6,7,7,4,3,4,5
CT,415,0,1,33,4,0,0,5,5,5,8,4,8,4,4,4,7,7,6,1,6,3
VA,408,0,1,29,5,1,0,6,8,6,7,7,7,8,3,8,6,6,8,6,7,5
MS,408,0,1,45,5,1,0,5,6,5,5,6,5,5,6,5,7,7,4,5,4,5
AK,415,0,0,0,5,3,0,8,7,8,6,6,6,4,5,4,4,4,6,6,7,4
WY,415,0,0,0,7,1,0,8,6,8,5,6,5,4,5,4,4,4,6,4,6,4
NC,510,0,0,0,4,4,0,6,7,6,5,6,5,5,5,5,5,5,5,6,5,4
IL,415,0,0,0,3,1,0,6,6,6,6,6,6,7,3,7,10,10,7,4,6,5
OH,415,0,0,0,3,2,0,6,7,6,5,6,5,6,5,6,6,6,5,6,5,5
RI,510,0,0,0,2,0,0,8,7,8,5,7,5,6,5,6,6,6,7,6,7,4
WY,415,1,0,0,5,0,0,6,8,6,6,6,6,6,4,6,5,5,6,6,6,7
OR,510,0,0,0,4,2,0,2,7,2,7,7,7,6,6,6,6,6,4,7,3,3
OR,510,0,0,0,7,3,0,6,8,6,5,6,5,4,5,4,7,7,4,6,5,5
ND,510,0,0,0,1,2,0,5,6,5,7,7,7,5,5,5,6,6,6,6,5,3
WV,415,0,1,22,5,1,0,6,5,6,4,5,4,6,3,6,4,4,5,2,5,3
VA,408,0,0,0,8,0,0,5,7,5,6,7,6,1,8,1,6,6,2,8,4,6
ID,510,0,1,30,2,2,0,4,6,4,7,6,7,5,8,5,5,5,5,7,5,3
CT,510,1,0,0,3,0,0,7,7,7,8,7,8,6,5,6,4,4,8,5,7,2
NM,408,0,0,0,2,0,0,7,5,7,7,6,7,6,4,6,7,7,8,4,7,6
MT,408,0,1,19,6,2,0,5,6,5,6,6,6,5,6,5,6,6,5,6,5,6
WY,510,0,0,0,7,1,0,4,10,4,8,5,8,6,5,6,6,6,6,8,5,4
NE,415,0,1,25,8,0,0,4,6,4,3,5,3,4,4,4,5,5,2,4,3,6
IN,415,0,0,0,5,3,0,6,10,6,5,5,5,6,6,6,6,6,6,8,6,3
CO,510,0,0,0,2,4,0,6,6,6,6,6,6,8,4,8,8,8,8,4,7,6
OK,408,0,0,0,3,1,0,6,6,5,5,5,5,5,4,5,6,6,4,4,5,8
SD,415,0,0,0,5,1,0,6,5,6,4,6,4,3,6,3,6,6,3,4,4,5
SC,510,1,1,39,4,0,0,4,6,4,9,7,9,5,5,5,5,5,6,6,5,5
WV,415,0,0,0,7,2,0,3,7,3,6,7,6,4,7,4,7,7,4,8,3,1
WA,408,0,0,0,4,1,0,6,5,6,5,6,5,4,2,4,8,8,5,2,6,3
MN,510,0,0,0,4,2,0,5,4,5,8,8,8,5,7,5,5,5,6,6,6,4
AZ,415,0,0,0,2,1,0,7,5,7,5,7,5,6,6,6,6,6,6,5,6,3
DE,415,0,1,8,2,2,0,3,8,3,8,6,8,5,8,5,5,5,5,8,4,8
WI,408,0,0,0,5,1,0,5,6,5,8,5,8,5,5,5,5,5,6,4,6,7
NJ,510,0,0,0,9,0,0,6,4,6,6,6,6,8,6,8,8,8,8,4,7,3
IL,415,1,0,0,7,0,0,4,6,4,5,5,5,5,3,5,4,4,3,3,3,1
IA,510,0,0,0,5,2,0,5,9,5,8,5,8,5,7,5,6,6,6,7,5,5
GA,408,0,0,0,4,2,0,3,6,3,6,5,6,4,5,4,5,5,3,5,3,5
AK,415,0,0,0,5,0,0,7,8,7,5,5,5,7,4,7,6,6,6,5,6,5
SC,408,0,0,0,2,0,0,4,7,4,7,5,7,2,4,2,2,2,3,4,4,1
MT,415,0,1,15,3,1,0,4,6,4,6,8,6,4,6,4,4,4,4,7,4,4
KY,415,0,1,28,6,2,0,4,5,4,6,7,6,5,5,5,5,5,4,5,4,3
WV,415,0,0,0,6,1,0,4,8,4,7,7,7,7,6,7,7,7,6,8,5,4
ID,415,0,0,0,3,2,0,5,7,5,6,6,6,6,3,6,5,5,6,4,5,4
MA,415,0,1,21,5,2,0,7,6,7,6,5,6,6,5,6,5,5,7,4,7,5
MD,415,0,1,40,3,0,0,4,6,4,7,5,7,5,7,5,8,8,6,5,5,5
SD,415,0,1,31,4,1,0,5,7,5,6,5,6,5,4,5,6,6,5,4,5,8
KY,415,0,0,0,3,2,0,7,7,7,6,5,6,4,8,4,7,7,6,7,6,4
ID,415,0,0,0,4,0,0,2,4,2,7,8,7,5,8,5,6,6,4,6,3,4
NY,415,0,1,23,6,1,0,9,5,9,9,6,9,5,5,5,6,6,9,5,9,5
NM,510,0,0,0,2,1,0,6,6,6,7,7,7,4,7,4,7,7,6,7,6,3
WY,415,0,0,0,4,1,0,6,8,6,5,6,5,5,6,5,8,8,5,6,5,8
NM,510,0,0,0,6,0,0,6,7,6,6,9,6,5,6,5,4,4,5,9,6,5
ID,510,0,1,34,3,3,0,7,8,7,5,7,5,8,4,8,3,3,7,6,6,4
NC,415,0,0,0,5,0,0,3,6,3,5,6,5,5,6,5,6,6,3,6,3,4
AL,408,0,0,0,6,2,0,5,6,5,5,9,5,6,6,6,6,6,5,7,5,6
VA,415,0,0,0,3,3,0,8,8,8,3,6,3,4,4,4,7,7,4,6,6,6
ID,415,0,0,0,6,3,0,7,8,7,7,6,7,5,6,5,4,4,7,7,7,5
NY,510,0,0,0,6,1,0,4,8,4,7,6,7,7,5,7,6,6,6,6,5,6
HI,415,0,1,38,8,1,0,7,6,7,6,4,6,4,4,4,5,5,6,3,6,6
DC,415,0,0,0,4,1,0,3,7,3,7,8,7,6,5,6,5,5,5,7,4,2
LA,408,0,1,23,4,1,0,7,8,7,7,6,7,8,5,8,5,5,8,6,7,7
HI,415,0,0,0,7,4,0,7,6,7,5,4,5,6,5,6,8,8,6,4,6,5
FL,415,0,0,0,5,2,0,4,6,4,5,5,5,6,5,6,5,5,4,5,4,5
WY,408,0,0,0,5,0,0,7,6,7,5,8,5,5,6,5,6,6,6,7,6,4
OR,408,0,1,32,2,1,0,3,7,3,5,7,5,5,4,5,5,5,3,5,3,6
IN,415,0,0,0,5,3,0,6,6,6,5,5,5,5,4,5,5,5,5,4,5,4
MD,408,0,1,38,2,0,0,4,6,4,4,6,4,7,4,7,6,6,4,4,3,4
TN,510,1,0,0,6,1,0,5,6,5,7,5,7,5,5,5,4,4,6,5,5,1
WA,510,0,0,0,2,3,0,5,9,5,5,7,5,5,6,5,5,5,4,8,4,2
CO,408,0,1,40,7,0,0,5,6,5,8,6,8,6,3,6,5,5,7,3,6,3
TX,510,0,1,22,1,0,0,6,7,6,5,7,5,5,3,5,5,5,5,5,5,4
WV,408,0,0,0,3,1,0,5,9,5,5,5,5,6,3,6,5,5,5,4,5,4
MA,415,0,0,0,7,1,0,5,7,5,8,7,8,5,5,5,5,5,7,6,6,4
TN,415,0,1,34,7,1,0,9,5,9,5,7,5,7,4,7,7,7,8,4,8,6
DE,415,1,0,0,7,3,0,5,7,5,9,8,9,7,3,7,6,6,8,5,6,5
VA,415,0,0,0,4,1,0,6,7,6,6,7,6,4,6,4,6,6,5,7,6,4
MT,408,0,0,0,6,2,0,7,5,7,5,6,5,7,3,7,6,6,7,3,7,7
ID,510,0,1,30,3,2,0,6,8,6,8,5,8,4,6,4,7,7,7,6,7,3
MD,415,0,1,17,4,1,0,7,6,7,8,4,8,7,6,7,6,6,9,4,8,4
MS,408,0,0,0,3,0,0,5,6,5,4,5,4,4,5,4,3,3,4,4,4,4
OH,415,0,0,0,2,0,0,6,9,6,6,7,6,5,5,5,4,4,5,7,5,4
AR,510,0,0,0,9,1,0,6,8,5,7,6,7,8,3,8,5,5,8,5,6,5
AZ,415,0,0,0,10,2,0,3,7,3,8,7,8,6,5,6,5,5,5,7,4,6
SC,415,0,0,0,6,0,0,6,3,6,4,6,4,5,3,5,5,5,5,1,5,3
NE,408,0,0,0,3,1,0,5,6,5,5,5,5,7,5,7,5,5,5,4,5,5
MN,408,0,1,32,4,2,0,2,4,2,6,6,6,4,7,4,3,3,2,4,2,4
NV,415,0,0,0,5,1,0,4,4,4,5,9,5,5,6,5,6,6,4,7,4,4
CA,415,0,0,0,3,1,0,8,7,8,7,7,7,4,4,4,7,7,7,5,7,5
UT,415,0,1,41,3,1,0,7,6,7,7,6,7,4,6,4,5,5,6,5,6,5
IL,415,0,0,0,4,0,0,4,4,4,8,5,8,5,6,5,7,7,6,4,5,5
DC,408,0,0,0,5,2,0,6,7,6,8,6,8,6,5,6,9,9,8,6,7,5
IN,415,0,0,0,5,2,0,6,8,6,5,5,5,8,5,8,5,5,7,6,6,7
MS,510,0,0,0,9,3,0,5,7,5,6,8,6,6,3,6,7,7,6,6,5,3
VT,415,0,0,0,4,1,0,7,7,7,6,8,6,5,7,5,7,7,6,8,7,6
VT,408,0,0,0,3,0,0,4,8,4,5,6,5,6,6,6,7,7,5,6,4,2
UT,510,0,1,20,3,2,0,6,6,6,4,7,4,4,9,4,5,5,4,8,5,5
KY,408,0,0,0,3,2,0,3,7,3,4,7,4,4,5,4,6,6,2,6,2,5
VA,408,0,0,0,1,2,0,6,8,6,7,7,7,7,5,7,5,5,7,7,7,5
AZ,408,0,1,42,3,0,0,4,6,4,6,6,6,6,3,6,6,6,5,4,4,3
NY,510,0,0,0,0,2,0,3,8,3,6,7,6,5,6,5,0,0,3,7,3,4
VA,408,0,0,0,5,0,0,6,8,6,6,6,6,4,4,4,6,6,6,5,6,2
MA,510,0,1,19,3,2,0,4,7,4,5,6,5,7,3,7,7,7,5,5,4,6
IL,415,1,0,0,4,0,0,6,5,6,6,7,6,7,7,7,7,7,7,6,7,7
