,account_id,account_frequency,account_date,n_orders,total_debit,n_trans,trans_amount,latest_balance,card_type,card_issued,gender,birth_date,district_id,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,n_clients,loan_date,loan_amount,loan_duration,loan_payments,loan_status
851,893,monthly,1995-04-12,,,215,2065024,91227,,,F,1979-05-11,53,Blansko,south Moravia,107911,88,33,6,2,7,50.9,8240,2.5,3.56,99,1850.0,1903,1,,,,,
852,894,monthly,1995-08-27,1.0,2914.0,191,525362,15965,,,M,1920-06-23,46,Nachod,east Bohemia,112709,48,20,7,3,10,73.5,8369,1.7,2.31,117,2854.0,2618,1,,,,,
853,895,monthly,1996-03-12,2.0,1977.0,181,189439,17767,,,F,1978-12-15,24,Karlovy Vary,west Bohemia,122603,25,21,6,2,8,80.0,8991,1.3,2.01,128,5198.0,5273,1,,,,,
854,896,monthly,1995-06-11,1.0,3220.0,225,902056,15242,,,M,1961-07-15,3,Beroun,central Bohemia,75232,55,26,4,1,5,41.7,8980,1.9,2.21,111,2824.0,2813,1,,,,,
855,897,monthly,1993-04-26,2.0,9586.0,491,4782168,71683,classic,1996-05-08,F,1950-10-06,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721.0,18696,1,,,,,
856,898,monthly,1996-03-27,2.0,4464.0,217,1262740,44158,,,M,1970-12-16,71,Novy Jicin,north Moravia,161227,5,35,11,4,10,69.7,8678,5.9,5.57,102,4980.0,4595,1,,,,,
857,899,monthly,1993-06-21,1.0,1626.6,306,2303857,54019,,,M,1967-02-23,9,Nymburk,central Bohemia,81344,61,23,4,2,6,55.3,8899,3.3,3.97,149,2987.0,2487,1,,,,,
858,900,monthly,1994-04-26,1.0,5950.0,296,1107844,22847,,,M,1937-12-15,48,Rychnov nad Kneznou,east Bohemia,78955,50,24,8,1,9,59.0,9060,1.7,2.44,124,1655.0,1717,2,,,,,
859,901,monthly,1994-07-10,1.0,1910.0,271,468816,43560,,,F,1932-12-19,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.4,4.48,115,1879.0,2252,1,,,,,
860,902,monthly,1993-06-29,3.0,3855.0,488,1182671,21118,,,M,1973-05-04,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.7,5.44,100,18782.0,18347,2,,,,,
861,903,monthly,1993-12-10,1.0,2580.0,325,512332,20334,,,F,1969-08-23,47,Pardubice,east Bohemia,162580,83,26,5,1,6,72.8,9538,1.5,1.81,111,6079.0,5410,1,,,,,
862,904,monthly,1994-03-20,,,270,2233595,106048,gold,1997-06-03,M,1939-12-09,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,1,,,,,
863,905,monthly,1996-12-11,3.0,6176.0,150,478118,21828,,,F,1939-06-20,35,Jablonec n. Nisou,north Bohemia,88768,10,18,5,1,7,80.5,8867,1.0,1.21,130,3384.0,3620,1,,,,,
864,906,monthly,1997-12-27,1.0,2240.0,43,65877,17350,,,F,1940-06-27,59,Kromeriz,south Moravia,108871,41,29,7,2,6,62.1,8444,3.2,3.47,106,2595.0,2305,1,,,,,
865,907,monthly,1993-07-09,1.0,2118.0,353,510658,16358,,,F,1962-07-20,41,Usti nad Labem,north Bohemia,118650,8,8,5,1,3,85.6,9832,3.3,4.48,114,6445.0,5471,1,,,,,
866,908,monthly,1994-04-29,,,271,605103,19861,,,F,1976-07-28,62,Uherske Hradiste,south Moravia,145688,22,41,13,2,5,40.7,8544,1.2,1.86,109,2719.0,2906,1,,,,,
867,909,monthly,1997-09-02,1.0,1950.0,64,75748,21420,,,F,1960-10-04,30,Sokolov,west Bohemia,94812,15,13,8,2,10,81.8,9650,3.3,3.67,100,2985.0,2804,2,,,,,
868,910,monthly,1997-02-03,1.0,1937.0,104,207717,34669,,,F,1926-03-03,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,2,,,,,
869,911,monthly,1996-08-12,2.0,10568.0,162,1224156,26930,classic,1997-09-07,F,1948-09-10,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.4,4.48,115,1879.0,2252,1,,,,,
870,912,monthly,1997-04-27,1.0,2332.0,87,124567,18703,,,F,1979-11-21,65,Znojmo,south Moravia,114200,101,41,4,1,4,43.7,8403,5.7,5.72,105,2157.0,2718,1,,,,,
871,913,monthly,1996-05-10,3.0,8984.0,230,963165,41697,,,M,1951-07-04,59,Kromeriz,south Moravia,108871,41,29,7,2,6,62.1,8444,3.2,3.47,106,2595.0,2305,1,,,,,
872,914,monthly,1993-11-14,1.0,2298.0,290,404145,26752,,,M,1946-06-22,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.7,5.44,100,18782.0,18347,1,,,,,
873,915,monthly,1995-01-18,2.0,20740.0,330,3941759,81327,,,M,1935-01-29,72,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672.0,9208,1,1995-09-16,309552.0,48.0,6449.0,C
874,916,monthly,1996-08-13,1.0,5299.0,155,938245,34047,,,M,1951-08-18,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,2,,,,,
875,917,monthly,1995-10-13,1.0,4669.0,207,681620,56837,,,M,1942-01-03,56,Breclav,south Moravia,124605,11,42,14,1,8,46.0,8772,4.6,4.98,126,2854.0,3158,2,,,,,
876,918,monthly,1996-08-23,2.0,12115.0,128,894329,39166,,,M,1961-04-26,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.4,4.48,115,1879.0,2252,1,,,,,
877,919,monthly,1997-03-03,1.0,4850.0,116,502762,38376,,,F,1955-12-22,62,Uherske Hradiste,south Moravia,145688,22,41,13,2,5,40.7,8544,1.2,1.86,109,2719.0,2906,1,,,,,
878,920,monthly,1996-09-05,1.0,2437.0,140,287507,15527,,,F,1931-09-01,58,Jihlava,south Moravia,109164,98,16,6,1,4,63.6,8757,3.3,3.95,96,2212.0,2471,1,,,,,
879,921,monthly,1996-10-08,2.0,1776.0,159,339166,25258,,,F,1928-03-24,10,Praha - vychod,central Bohemia,92084,55,29,4,3,5,46.7,10124,0.5,0.54,141,3810.0,4316,1,,,,,
880,922,monthly,1995-04-27,3.0,2805.0,334,613157,62816,,,M,1979-06-04,61,Trebic,south Moravia,117897,139,28,5,1,6,53.8,8814,4.7,5.74,107,2112.0,2059,1,,,,,
881,923,monthly,1996-02-07,1.0,2087.0,182,376183,29655,,,F,1930-07-25,13,Rakovnik,central Bohemia,53921,61,22,1,1,2,41.3,8598,2.7,3.26,123,1597.0,1875,1,,,,,
882,924,monthly,1995-12-09,2.0,2212.0,202,264512,19888,,,M,1976-08-20,11,Praha - zapad,central Bohemia,75637,35,36,9,0,7,36.5,9622,0.4,0.59,154,3475.0,3529,1,,,,,
883,925,monthly,1993-02-23,2.0,6463.0,372,2789298,57631,,,M,1980-06-18,59,Kromeriz,south Moravia,108871,41,29,7,2,6,62.1,8444,3.2,3.47,106,2595.0,2305,1,,,,,
884,926,monthly,1996-11-01,1.0,1748.0,120,226166,25012,,,F,1920-08-24,36,Liberec,north Bohemia,159617,29,19,8,1,9,85.2,9198,3.3,4.28,131,5796.0,6132,1,,,,,
885,927,monthly,1997-04-12,2.0,7405.0,111,513715,24754,,,F,1973-04-19,69,Jesenik,north Moravia,42821,4,13,5,1,3,48.4,8173,,7.01,124,,1358,1,,,,,
886,928,monthly,1993-04-26,1.0,4561.0,404,1273737,64176,,,F,1976-11-01,20,Strakonice,south Bohemia,70646,94,14,3,1,4,58.4,8547,2.6,3.64,120,1563.0,1542,2,,,,,
887,929,monthly,1993-07-03,1.0,5884.0,368,1307451,30024,,,F,1980-01-05,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721.0,18696,1,,,,,
888,930,monthly,1993-08-03,1.0,9356.0,392,2075428,53615,,,F,1973-10-21,41,Usti nad Labem,north Bohemia,118650,8,8,5,1,3,85.6,9832,3.3,4.48,114,6445.0,5471,1,,,,,
889,931,monthly,1993-10-15,4.0,3474.0,499,788014,18723,,,M,1939-03-02,59,Kromeriz,south Moravia,108871,41,29,7,2,6,62.1,8444,3.2,3.47,106,2595.0,2305,1,,,,,
890,932,monthly,1996-07-08,1.0,2793.0,137,264213,28262,,,M,1921-02-18,20,Strakonice,south Bohemia,70646,94,14,3,1,4,58.4,8547,2.6,3.64,120,1563.0,1542,2,,,,,
891,933,monthly,1995-11-18,1.0,2584.0,192,465938,31213,,,M,1928-04-12,21,Tabor,south Bohemia,103347,87,16,7,1,7,67.0,9104,1.5,2.07,123,2299.0,2354,1,,,,,
892,934,monthly,1997-11-27,1.0,3236.0,45,124867,34415,,,F,1934-03-30,9,Nymburk,central Bohemia,81344,61,23,4,2,6,55.3,8899,3.3,3.97,149,2987.0,2487,2,,,,,
893,935,monthly,1996-12-25,1.0,2118.0,103,139498,16635,,,M,1974-11-12,23,Cheb,west Bohemia,87419,21,11,4,3,9,85.5,8624,1.7,2.66,102,2879.0,3198,1,,,,,
894,936,monthly,1996-03-02,2.0,3004.0,184,289727,22885,,,M,1930-07-16,7,Melnik,central Bohemia,94725,38,28,1,3,6,63.4,9920,2.2,2.87,130,4289.0,4846,1,,,,,
895,937,monthly,1995-08-26,1.0,1751.0,195,332311,31141,,,M,1931-09-24,43,Hradec Kralove,east Bohemia,161854,73,21,6,1,6,76.3,9425,1.7,2.5,125,4085.0,3891,1,,,,,
896,938,monthly,1997-12-13,2.0,3653.0,63,141875,29723,,,F,1940-11-26,70,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.6,7.75,81,9878.0,10108,1,1998-05-21,22260.0,60.0,371.0,C
897,939,monthly,1994-10-04,1.0,2108.0,246,311049,21174,,,F,1947-10-28,55,Brno - venkov,south Moravia,157042,49,70,18,0,9,33.9,8743,1.8,2.43,111,3659.0,3894,2,,,,,
898,940,monthly,1994-11-15,1.0,4738.0,297,4031951,109139,gold,1998-05-12,F,1958-09-15,37,Litomerice,north Bohemia,114006,71,26,6,2,9,62.3,9065,4.4,5.39,123,4147.0,4166,2,1996-05-29,284280.0,60.0,4738.0,C
899,941,monthly,1994-06-08,1.0,3871.0,278,737362,25574,,,M,1952-07-21,8,Mlada Boleslav,central Bohemia,112065,95,19,7,1,8,69.4,11277,1.2,1.44,127,5179.0,4987,1,,,,,
900,942,monthly,1993-08-16,,,393,784244,74108,,,F,1976-09-18,9,Nymburk,central Bohemia,81344,61,23,4,2,6,55.3,8899,3.3,3.97,149,2987.0,2487,1,,,,,
901,943,monthly,1993-02-03,1.0,2144.0,347,442689,27138,,,F,1977-03-05,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,1,,,,,
902,944,monthly,1993-03-08,1.0,5361.0,410,2559037,52820,,,F,1970-09-30,70,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.6,7.75,81,9878.0,10108,2,,,,,
903,945,monthly,1996-08-16,1.0,8215.0,92,579660,26984,classic,1997-09-07,M,1946-02-24,18,Pisek,south Bohemia,70699,60,13,2,1,4,65.3,8968,2.8,3.35,131,1740.0,1910,1,,,,,
904,946,monthly,1996-01-01,,,174,1348691,33572,,,F,1941-04-22,21,Tabor,south Bohemia,103347,87,16,7,1,7,67.0,9104,1.5,2.07,123,2299.0,2354,1,,,,,
905,947,monthly,1993-05-17,2.0,2689.0,437,835709,51464,,,F,1946-11-19,59,Kromeriz,south Moravia,108871,41,29,7,2,6,62.1,8444,3.2,3.47,106,2595.0,2305,2,,,,,
906,949,monthly,1996-02-13,,,167,1000663,51863,,,F,1968-09-14,58,Jihlava,south Moravia,109164,98,16,6,1,4,63.6,8757,3.3,3.95,96,2212.0,2471,1,,,,,
907,950,monthly,1993-08-26,1.0,8910.0,359,2939331,85923,classic,1994-06-19,M,1965-11-14,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721.0,18696,1,,,,,
908,951,monthly,1996-04-28,1.0,2371.0,147,273157,20298,,,M,1930-05-12,3,Beroun,central Bohemia,75232,55,26,4,1,5,41.7,8980,1.9,2.21,111,2824.0,2813,1,,,,,
909,952,monthly,1997-11-09,1.0,4946.0,64,291233,55167,,,M,1941-05-15,41,Usti nad Labem,north Bohemia,118650,8,8,5,1,3,85.6,9832,3.3,4.48,114,6445.0,5471,1,,,,,
910,953,monthly,1995-07-22,2.0,1953.0,269,312460,26298,,,F,1976-09-25,14,Ceske Budejovice,south Bohemia,177686,69,27,10,1,9,74.8,10045,1.4,1.71,135,6604.0,6295,1,,,,,
911,954,monthly,1996-01-08,3.0,3505.0,258,498339,31032,,,F,1945-06-24,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.7,5.44,100,18782.0,18347,1,,,,,
912,955,monthly,1996-07-08,1.0,7411.0,160,875318,55275,,,M,1973-03-06,59,Kromeriz,south Moravia,108871,41,29,7,2,6,62.1,8444,3.2,3.47,106,2595.0,2305,1,,,,,
913,956,monthly,1993-12-05,,,321,865489,71829,,,M,1981-03-12,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.7,5.44,100,18782.0,18347,1,,,,,
914,957,monthly,1995-12-22,1.0,2126.0,204,301401,13038,,,F,1980-11-15,70,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.6,7.75,81,9878.0,10108,1,,,,,
915,958,monthly,1996-06-06,1.0,3990.0,153,391474,17383,,,M,1924-01-31,72,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672.0,9208,2,,,,,
916,959,monthly,1996-02-23,2.0,2759.0,180,302287,24145,,,F,1933-11-11,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,1,,,,,
917,960,transaction,1994-11-02,2.0,9091.0,369,4387312,78486,classic,1997-02-19,F,1958-12-30,4,Kladno,central Bohemia,149893,63,29,6,2,6,67.4,9753,4.6,5.05,109,5244.0,5892,1,1995-05-24,189060.0,60.0,3151.0,C
918,961,monthly,1997-10-18,1.0,8255.0,62,402127,25239,,,F,1954-08-21,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,1,,,,,
919,962,monthly,1996-06-24,,,140,766607,15396,,,M,1944-02-03,64,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484.0,4265,2,,,,,
920,963,monthly,1996-08-09,1.0,3799.0,142,1072858,83225,,,M,1973-05-25,7,Melnik,central Bohemia,94725,38,28,1,3,6,63.4,9920,2.2,2.87,130,4289.0,4846,1,,,,,
921,964,monthly,1994-07-08,,,253,617376,48393,,,F,1975-02-19,26,Plzen - mesto,west Bohemia,170449,0,0,0,1,1,100.0,10787,2.6,3.09,131,6041.0,6261,1,,,,,
922,965,monthly,1993-08-25,1.0,2853.0,354,715098,18388,,,M,1964-08-28,20,Strakonice,south Bohemia,70646,94,14,3,1,4,58.4,8547,2.6,3.64,120,1563.0,1542,1,,,,,
923,966,monthly,1997-10-14,1.0,2129.0,48,70434,22726,,,F,1959-09-14,15,Cesky Krumlov,south Bohemia,58796,22,16,7,1,5,51.9,9045,3.1,3.6,124,1845.0,1879,1,,,,,
924,967,monthly,1996-08-17,1.0,6824.0,115,1085168,58576,classic,1997-09-23,F,1942-10-02,15,Cesky Krumlov,south Bohemia,58796,22,16,7,1,5,51.9,9045,3.1,3.6,124,1845.0,1879,1,,,,,
925,968,monthly,1995-11-11,1.0,7262.0,200,894495,28295,,,M,1959-06-27,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.7,5.44,100,18782.0,18347,2,,,,,
926,969,monthly,1994-01-08,,,347,899988,65467,junior,1998-04-02,M,1978-05-31,19,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.1,3.98,120,999.0,1099,1,,,,,
927,970,monthly,1997-07-20,1.0,5260.0,93,588354,75959,classic,1998-06-08,F,1941-01-24,18,Pisek,south Bohemia,70699,60,13,2,1,4,65.3,8968,2.8,3.35,131,1740.0,1910,1,,,,,
928,971,monthly,1996-07-18,1.0,3860.0,162,623778,28343,,,M,1977-04-28,12,Pribram,central Bohemia,107870,84,29,6,1,6,58.0,8754,3.8,4.31,137,3804.0,3868,1,,,,,
929,972,monthly,1996-09-29,2.0,2038.0,133,149541,19773,,,F,1974-03-28,46,Nachod,east Bohemia,112709,48,20,7,3,10,73.5,8369,1.7,2.31,117,2854.0,2618,1,,,,,
930,973,monthly,1994-11-05,1.0,2909.0,239,565266,24106,,,F,1923-06-13,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721.0,18696,2,,,,,
931,974,monthly,1994-02-25,,,279,3086592,56422,,,F,1970-03-13,29,Rokycany,west Bohemia,45714,52,10,5,1,6,55.6,8843,2.8,3.6,113,818.0,888,1,,,,,
932,975,monthly,1996-10-19,1.0,3550.0,116,261377,20653,,,M,1925-10-25,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,2,,,,,
933,976,monthly,1996-01-27,1.0,5244.0,194,1558161,54666,,,F,1939-06-21,77,Vsetin,north Moravia,148545,8,35,12,3,4,53.5,8909,4.0,5.56,113,3460.0,3590,1,,,,,
934,977,monthly,1993-04-26,1.0,6846.0,398,2145181,99680,,,F,1971-10-04,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,1,,,,,
935,978,monthly,1993-08-18,1.0,2062.0,321,782343,82240,gold,1998-09-21,F,1930-10-05,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,1,,,,,
936,979,monthly,1993-02-16,1.0,5354.0,404,2702581,44327,,,M,1944-10-06,21,Tabor,south Bohemia,103347,87,16,7,1,7,67.0,9104,1.5,2.07,123,2299.0,2354,1,,,,,
937,980,monthly,1996-12-11,2.0,6521.0,147,575472,57309,,,M,1939-11-12,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,1,,,,,
938,981,monthly,1995-03-25,2.0,3838.0,299,2187796,104435,classic,1997-01-13,F,1946-10-16,66,Zdar nad Sazavou,south Moravia,125832,151,41,2,3,5,48.3,8512,3.5,4.12,102,2247.0,2103,1,,,,,
939,982,monthly,1993-02-05,4.0,3033.0,599,903139,21159,,,M,1942-11-29,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721.0,18696,1,,,,,
940,984,monthly,1996-07-10,1.0,5911.0,163,726387,26494,,,F,1947-08-05,2,Benesov,central Bohemia,88884,80,26,6,2,5,46.7,8507,1.6,1.85,132,2159.0,2674,1,,,,,
941,985,monthly,1994-05-29,1.0,2227.0,259,356330,20892,,,F,1961-09-06,32,Ceska Lipa,north Bohemia,105058,32,19,7,2,10,81.0,9272,2.8,3.22,118,4340.0,4505,2,,,,,
942,986,monthly,1996-05-02,1.0,2146.0,163,371454,23556,,,F,1932-02-15,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.7,5.44,100,18782.0,18347,1,,,,,
943,987,monthly,1996-08-27,1.0,3528.0,159,729224,48799,,,F,1976-04-12,15,Cesky Krumlov,south Bohemia,58796,22,16,7,1,5,51.9,9045,3.1,3.6,124,1845.0,1879,2,,,,,
944,988,monthly,1994-10-22,1.0,2512.0,263,664008,33194,,,F,1925-01-01,10,Praha - vychod,central Bohemia,92084,55,29,4,3,5,46.7,10124,0.5,0.54,141,3810.0,4316,1,,,,,
945,989,monthly,1994-03-14,2.0,3409.0,329,574960,18141,,,M,1926-01-29,19,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.1,3.98,120,999.0,1099,1,,,,,
946,990,monthly,1995-10-11,1.0,7538.0,215,1555726,86497,classic,1997-02-03,F,1939-06-14,17,Pelhrimov,south Bohemia,74062,99,15,4,2,7,61.4,8114,2.3,2.62,119,1003.0,1181,1,,,,,
947,991,monthly,1993-05-18,1.0,6748.0,390,3078154,54663,,,F,1939-01-22,39,Most,north Bohemia,119895,17,4,3,2,4,89.9,10446,7.3,9.4,90,4947.0,4743,1,,,,,
948,992,monthly,1995-10-01,4.0,7087.0,299,904062,25763,,,M,1943-04-16,22,Domazlice,west Bohemia,58400,65,16,4,1,6,52.4,8620,1.1,1.25,100,1089.0,1117,1,,,,,
949,993,monthly,1996-11-14,1.0,1812.3,105,1188251,104413,classic,1998-12-22,F,1966-10-02,6,Kutna Hora,central Bohemia,77963,60,23,4,2,4,51.5,8546,2.9,4.02,126,2640.0,3120,1,1998-07-01,108720.0,60.0,1812.0,C
950,994,monthly,1995-09-15,,,237,720640,45746,,,F,1975-02-17,72,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672.0,9208,1,,,,,
951,995,monthly,1995-08-23,2.0,2296.0,219,255610,28272,,,F,1976-10-24,64,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484.0,4265,1,,,,,
952,996,monthly,1997-08-18,1.0,1934.0,78,189607,19563,,,F,1931-11-17,47,Pardubice,east Bohemia,162580,83,26,5,1,6,72.8,9538,1.5,1.81,111,6079.0,5410,1,,,,,
953,997,monthly,1997-05-08,4.0,2470.0,148,172816,22539,,,M,1945-09-10,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721.0,18696,1,,,,,
954,998,monthly,1993-11-11,1.0,7641.0,341,3323377,22381,junior,1996-10-21,F,1980-10-11,47,Pardubice,east Bohemia,162580,83,26,5,1,6,72.8,9538,1.5,1.81,111,6079.0,5410,1,,,,,
955,1000,monthly,1993-01-25,3.0,7506.0,584,4779772,91329,,,F,1974-11-09,77,Vsetin,north Moravia,148545,8,35,12,3,4,53.5,8909,4.0,5.56,113,3460.0,3590,1,,,,,
956,1002,monthly,1996-09-17,3.0,2855.0,166,264413,23340,,,M,1957-06-21,50,Svitavy,east Bohemia,102609,75,33,2,3,6,52.0,8187,4.8,5.45,94,2123.0,2134,1,,,,,
957,1003,monthly,1996-10-10,2.0,5461.0,162,1182167,70431,,,F,1939-09-17,28,Plzen - sever,west Bohemia,72541,66,26,10,0,8,36.9,8594,1.6,2.01,112,1580.0,1525,1,,,,,
958,1004,monthly,1996-07-02,1.0,5237.0,210,3070262,76546,,,F,1975-09-01,70,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.6,7.75,81,9878.0,10108,1,1998-04-11,188532.0,36.0,5237.0,C
959,1005,weekly,1993-02-23,2.0,11198.0,420,5339154,107122,,,F,1957-04-09,36,Liberec,north Bohemia,159617,29,19,8,1,9,85.2,9198,3.3,4.28,131,5796.0,6132,1,,,,,
960,1006,monthly,1993-02-08,4.0,2491.0,613,647143,50207,,,M,1961-10-12,6,Kutna Hora,central Bohemia,77963,60,23,4,2,4,51.5,8546,2.9,4.02,126,2640.0,3120,1,,,,,
961,1007,monthly,1996-06-28,,,185,618933,79333,junior,1998-03-18,M,1978-07-14,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,1,,,,,
962,1008,monthly,1996-10-05,1.0,2691.0,131,305789,19409,,,F,1927-09-19,13,Rakovnik,central Bohemia,53921,61,22,1,1,2,41.3,8598,2.7,3.26,123,1597.0,1875,1,,,,,
963,1009,weekly,1995-08-01,1.0,7521.0,252,3872823,89743,classic,1997-02-07,M,1966-04-28,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,1,,,,,
964,1010,monthly,1995-05-01,,,289,3551897,48577,,,M,1940-11-15,61,Trebic,south Moravia,117897,139,28,5,1,6,53.8,8814,4.7,5.74,107,2112.0,2059,1,,,,,
965,1011,monthly,1994-12-17,2.0,10485.5,323,2172135,56594,,,M,1944-05-06,45,Jicin,east Bohemia,77917,85,19,6,1,5,53.5,8390,2.2,2.89,132,2080.0,2122,1,1995-12-18,204000.0,60.0,3400.0,C
966,1012,monthly,1994-07-09,1.0,4090.8,412,3092212,43349,,,F,1945-06-12,65,Znojmo,south Moravia,114200,101,41,4,1,4,43.7,8403,5.7,5.72,105,2157.0,2718,1,1994-10-28,98184.0,24.0,4091.0,A
967,1013,monthly,1996-05-13,1.0,2081.0,137,174525,23280,,,M,1937-04-17,59,Kromeriz,south Moravia,108871,41,29,7,2,6,62.1,8444,3.2,3.47,106,2595.0,2305,1,,,,,
968,1014,monthly,1996-03-20,,,160,392667,23509,,,M,1980-05-27,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.7,5.44,100,18782.0,18347,1,,,,,
969,1015,monthly,1997-06-14,1.0,3925.0,88,255871,14184,,,M,1944-07-31,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,1,,,,,
970,1016,monthly,1993-09-29,2.0,4774.0,428,2830889,119385,gold,1997-12-09,F,1953-12-16,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.4,7.07,97,6949.0,6872,1,,,,,
971,1017,monthly,1994-08-11,2.0,4969.0,351,2367788,47124,,,F,1973-05-18,14,Ceske Budejovice,south Bohemia,177686,69,27,10,1,9,74.8,10045,1.4,1.71,135,6604.0,6295,1,,,,,
972,1018,monthly,1993-06-03,2.0,2642.0,417,594341,22388,,,F,1939-11-30,7,Melnik,central Bohemia,94725,38,28,1,3,6,63.4,9920,2.2,2.87,130,4289.0,4846,1,,,,,
973,1019,monthly,1993-01-21,3.0,9364.0,557,3049994,56757,classic,1998-12-08,F,1955-08-13,14,Ceske Budejovice,south Bohemia,177686,69,27,10,1,9,74.8,10045,1.4,1.71,135,6604.0,6295,1,,,,,
974,1020,monthly,1996-04-09,3.0,1989.0,223,218728,19422,,,M,1938-05-12,56,Breclav,south Moravia,124605,11,42,14,1,8,46.0,8772,4.6,4.98,126,2854.0,3158,1,,,,,
975,1021,monthly,1996-11-17,1.0,2259.0,103,150141,24410,,,M,1946-08-21,42,Havlickuv Brod,east Bohemia,95907,87,25,5,2,7,59.1,8388,2.4,2.94,87,1658.0,1668,1,,,,,
976,1022,weekly,1994-08-01,,,287,3370390,86837,,,F,1951-04-14,33,Decin,north Bohemia,133777,24,17,7,3,11,84.7,8705,5.7,7.61,116,4650.0,4859,2,,,,,
977,1023,monthly,1993-08-13,,,280,2524519,41292,classic,1996-02-04,F,1949-08-28,21,Tabor,south Bohemia,103347,87,16,7,1,7,67.0,9104,1.5,2.07,123,2299.0,2354,1,,,,,
978,1024,monthly,1997-05-02,1.0,2074.0,87,107640,20435,,,M,1971-02-02,19,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.1,3.98,120,999.0,1099,1,,,,,
979,1026,monthly,1997-09-03,2.0,8434.0,86,567004,56101,classic,1998-09-16,F,1965-09-27,20,Strakonice,south Bohemia,70646,94,14,3,1,4,58.4,8547,2.6,3.64,120,1563.0,1542,2,,,,,
980,1027,monthly,1997-07-18,1.0,2117.0,78,132597,21414,,,M,1942-10-22,68,Frydek - Mistek,north Moravia,228848,15,40,18,2,6,57.2,9893,4.0,4.72,96,5623.0,5887,1,,,,,
981,1028,monthly,1996-03-19,,,30,63000,9600,,,M,1975-01-15,23,Cheb,west Bohemia,87419,21,11,4,3,9,85.5,8624,1.7,2.66,102,2879.0,3198,2,,,,,
